loại nhà đất,địa chỉ,giá,diện tích,giá/m2,mặt tiền,phòng ngủ,pháp lý,tọa độ x,tọa độ y,số tầng
4,10,11900.0,53.2,223.68,3.2,,1.0,10779374546.7863,106667473548.708,4.0
0,13,27000.0,140.0,192.86,,3.0,2.0,10778479031.527817,106715395899.28088,
3,20,49500.0,255.0,194.12,10.5,,2.0,10838382623.945196,106829971367.63652,3.0
3,0,32000.0,255.0,125.49,,,1.0,10719806499.235506,106686054424.13065,
0,1,3150.0,80.0,39.38,,2.0,,10740964863.7468,106618894220.74052,
0,13,13900.0,79.0,175.95,,2.0,1.0,10779462620.619917,106715396182.14587,
3,5,19200.0,100.0,192.0,5.0,,,10834424018.8599,106668067932.129,5.0
0,15,6390.0,80.0,79.88,,2.0,1.0,10766052727.4332,106702784302.693,
0,20,3000.0,60.0,50.0,,2.0,2.0,10843782639.0901,106845403030.146,
0,13,9500.0,140.0,67.86,,,1.0,10805336000.0,106751730000.0,
0,15,5690.0,65.0,87.54,,2.0,2.0,10766099206.1736,106703756648.704,
0,18,2300.0,57.0,40.35,,2.0,,10710351828.541435,106729640721.18752,
4,7,18800.0,161.2,116.62,,,1.0,10692980620.1642,106741117410.433,
0,13,16500.0,70.0,235.71,,2.0,1.0,10779102790.707,106715341181.826,
4,14,35000.0,49.0,714.29,6.0,,1.0,10770870849.9036,106686770102.461,4.0
0,20,2650.0,56.0,47.32,,2.0,1.0,10813308715.8203,106784683227.539,
6,20,6100.0,100.0,61.0,5.0,,1.0,10808668644.090242,106820529409.12485,
3,20,7800.0,100.0,78.0,5.0,4.0,1.0,10808379603.492,106821115202.615,4.0
2,8,3290.0,70.0,47.0,5.0,4.0,1.0,10790691221.6844,106672935835.461,3.0
6,20,17000.0,200.0,85.0,10.0,,1.0,10808911886.504795,106781437189.32466,
3,18,26000.0,100.0,260.0,4.0,,1.0,10741028896.6112,106698613016.463,4.0
0,9,11500.0,48.0,239.58,,1.0,,10764826981.443705,106685661029.7974,
0,21,3250.0,69.0,47.1,,2.0,2.0,10887240900.466175,106771493219.95618,
7,21,28000.0,440.0,63.64,11.0,,,10846051489.2506,106717957729.225,
3,18,27000.0,192.0,140.62,8.0,7.0,1.0,10743578152.0179,106733836425.586,4.0
6,20,6700.0,96.0,69.79,6.0,,,10793706429.6644,106805055818.129,
4,18,89000.0,319.0,279.0,12.0,1.0,1.0,10737808496.7088,106720756789.648,1.0
7,4,2350.0,125.0,18.8,,,1.0,10973759349.6332,106484497504.325,
4,22,47000.0,130.0,361.54,6.5,,1.0,10800645517.6749,106650349398.314,7.0
4,2,23500.0,84.0,279.76,6.0,13.0,1.0,10806901044.613678,106709538662.99934,6.0
3,23,12780.0,98.0,130.41,8.0,3.0,1.0,10771709158.1936,106627984695.952,2.0
2,21,6490.0,103.0,63.0,4.5,1.0,,10849243163.181,106745097534.178,1.0
4,22,15500.0,83.0,186.75,4.8,5.0,1.0,10806605330.3085,106662661831.74,3.0
6,20,15220.0,210.0,72.5,,,1.0,10794035289.814491,106786183434.06732,
0,21,2450.0,86.0,28.49,,2.0,,10856062771.299768,106774805996.91766,
4,13,35000.0,108.0,324.07,6.0,,1.0,10792553878.0242,106776613815.723,5.0
2,23,27000.0,280.0,96.43,10.0,,1.0,10814245896.1152,106623794679.491,
2,12,6600.0,95.0,69.47,2.0,3.0,1.0,10868497782.0065,106643947600.471,2.0
7,12,11690.0,180.0,64.94,10.0,,1.0,10875635481.345,106654811433.104,
3,7,53000.0,300.0,176.67,15.0,5.0,2.0,10703662045.216955,106712916209.77711,3.0
2,2,47900.0,250.0,191.6,11.0,8.0,1.0,10794272337.2109,106709001858.217,7.0
0,20,7200.0,200.0,36.0,,3.0,1.0,10814166998.468325,106775137638.23248,
2,5,20500.0,126.0,162.7,8.0,26.0,1.0,10843296914.4041,106650274581.09,6.0
0,19,1850.0,51.0,36.28,,2.0,2.0,10707516106.030226,106624091536.74435,
2,18,6950.0,50.7,137.08,4.5,4.0,1.0,10714346556.3045,106737262775.326,3.0
2,12,6400.0,64.0,100.0,3.0,3.0,1.0,10877271227.3,106677662503.998,3.0
4,14,34000.0,80.0,425.0,4.0,6.0,,10789178641.4908,106675023651.367,4.0
6,7,5500.0,97.0,56.7,,,1.0,10710847530.9441,106694373245.814,
4,18,16500.0,115.0,143.48,4.0,5.0,1.0,10742439592.828,106713747509.16,4.0
6,13,11300.0,80.0,141.25,,,1.0,10794439117.208,106764702982.822,
0,13,16000.0,90.0,177.78,,2.0,2.0,10781186436.3096,106720661911.063,
2,2,13800.0,76.5,180.39,4.5,4.0,1.0,10829850178.6175,106702976540.632,4.0
2,2,4500.0,30.0,150.0,3.0,4.0,1.0,10806140405.5962,106711722905.12,3.0
0,22,2950.0,71.0,41.55,,2.0,2.0,10788296314.7977,106649993661.071,
0,20,2040.0,50.0,40.8,,1.0,1.0,10784652559.3557,106801238769.776,
6,7,21900.0,300.0,73.0,10.0,,1.0,10706651777.252584,106705870496.9278,
0,18,8100.0,88.0,92.04,,2.0,,10732227659.869698,106716069942.2862,
4,20,26500.0,200.0,132.5,6.9,3.0,1.0,10877642363.8642,106816298821.391,3.0
2,19,7300.0,51.2,142.58,4.0,3.0,1.0,10744784789.896898,106676082259.991,2.0
2,23,5990.0,54.0,110.93,3.6,4.0,1.0,10814052522.1165,106623903924.855,5.0
3,20,55000.0,262.0,209.92,11.0,3.0,,10814416005.0974,106775702261.314,3.0
0,20,3150.0,68.0,46.32,,2.0,2.0,10836082458.4961,106847915649.414,
4,8,79000.0,226.0,349.56,8.0,12.0,1.0,10798913241.1917,106687260217.055,8.0
4,13,50000.0,342.0,146.2,18.0,2.0,1.0,10783689382.1428,106751226903.511,2.0
3,20,7900.0,85.0,92.94,5.0,,,10795841790.055738,106792180202.04774,3.0
0,23,9760.0,121.0,80.63,,3.0,,10804072996.9283,106617737207.483,
0,21,4900.0,81.0,60.49,,2.0,2.0,10837810324.0178,106717096373.62685,
4,13,19000.0,119.0,159.66,,,,10785372518.744,106753019512.558,
0,18,7200.0,140.0,51.43,,,1.0,10730674289.928007,106709400741.33992,
2,13,15000.0,80.0,187.5,4.0,,1.0,10798974537.7754,106756710777.507,4.0
7,20,5000.0,65.0,76.92,,,,10847448873.663,106790909867.102,
0,7,5300.0,85.0,62.35,,2.0,2.0,10704318649.4372,106713052541.277,
0,7,6500.0,105.0,61.9,,3.0,2.0,10704417781.7113,106712829574.201,
0,13,8500.0,111.0,76.58,,3.0,1.0,10800934566.77042,106746703943.79004,
0,19,2730.0,44.0,62.04,,,,10736230630.04398,106669872101.65244,
2,18,10000.0,100.0,100.0,5.0,6.0,1.0,10739142946.3618,106709969283.467,5.0
0,20,2050.0,50.0,41.0,,2.0,1.0,10784433943.281763,106799667359.2314,
7,20,3750.0,54.0,69.44,,,1.0,10807678987.7044,106798401547.816,
0,13,68000.0,137.0,496.35,,3.0,2.0,10772549821.7076,106713621810.111,
2,2,11500.0,63.0,182.54,,11.0,1.0,10812626222.9315,106709932665.904,
0,13,10800.0,50.0,216.0,,1.0,,10778991874.6561,106715439081.408,
0,18,6300.0,75.0,84.0,,2.0,1.0,10733155543.20596,106706545403.12263,
4,2,19800.0,72.0,275.0,7.0,14.0,1.0,10812294100.5751,106685267614.411,7.0
3,12,5950.0,54.0,110.18,4.5,4.0,1.0,10877145836.8006,106677678593.443,4.0
6,20,16750.0,126.9,132.0,,,1.0,10817163614.5309,106774240151.924,
2,12,1070.0,42.0,25.36,4.0,2.0,,10832664485.012,106628547301.334,1.0
3,20,14000.0,145.0,96.55,10.0,4.0,1.0,10784478882.186394,106790459072.59442,3.0
4,14,50000.0,128.0,390.62,7.0,,1.0,10766022700.4878,106679916893.617,7.0
6,7,5800.0,80.0,72.5,,,1.0,10695158983.997503,106704862844.21268,
7,2,270000.0,4.2,64.29,80.0,,1.0,10823180438.5839,106704319157.578,
0,13,74800.0,355.0,210.7,,5.0,2.0,10794788969.0366,106753331288.59,
0,13,7000.0,55.0,127.27,,1.0,2.0,10794286433.0908,106753558915.498,
2,12,2950.0,54.0,54.63,2.0,4.0,1.0,10866043881.1496,106643030378.783,2.0
0,13,14000.0,94.0,148.94,,2.0,1.0,10782254163.6053,106719311225.511,
0,13,9000.0,105.0,85.71,,2.0,2.0,10778506505.5214,106747109287.954,
2,2,18300.0,90.0,203.33,6.0,15.0,1.0,10798205011.5788,106710831576.606,6.0
2,22,12000.0,90.0,133.33,4.1,,,10808204066.068298,106688297211.676,2.0
6,7,5600.0,85.0,65.88,6.7,,1.0,10695262440.329,106705711595.962,
3,13,15000.0,132.0,113.64,6.0,,,10771866808.3578,106776646357.844,
2,0,140000.0,8.0,17.5,1.0,5.0,1.0,10820772806.1127,106575819728.111,1.0
0,2,14500.0,104.0,139.42,,2.0,2.0,10789373038.67671,106717666328.14594,
0,13,13500.0,135.0,100.0,,3.0,1.0,10815471361.6942,106726890957.312,
2,0,1800.0,80.0,22.5,14.0,4.0,1.0,10691230375.4052,106572904465.31,
6,20,6100.0,100.0,61.0,8.0,,1.0,10809065436.2202,106821011842.023,
7,21,6200.0,70.0,88.57,,,1.0,10847701044.6972,106724820920.363,
2,5,6200.0,54.8,113.14,4.28,4.0,1.0,10845524938.7976,106664191252.181,3.0
2,1,6150.0,56.0,109.82,4.0,5.0,1.0,10806431692.5161,106594533853.191,5.0
2,8,5250.0,34.0,154.41,3.4,2.0,1.0,10792327480.6891,106671446323.388,2.0
4,13,110000.0,200.0,550.0,10.0,,,10774972251.2644,106755448594.186,7.0
0,7,6300.0,105.0,60.0,,3.0,2.0,10703807213.5841,106712544957.655,
3,13,65000.0,267.0,243.45,3.0,4.0,1.0,10776862437.3473,106759292041.201,3.0
0,18,13900.0,140.0,99.29,,3.0,1.0,10720147652.245407,106727276180.69872,
3,20,17500.0,136.0,128.68,,,,10804168486.8006,106800384144.6,
2,22,39000.0,300.0,130.0,12.0,7.0,1.0,10794032514.141,106668785558.147,4.0
0,21,3230.0,69.0,46.78,,2.0,2.0,10886433513.820112,106770863440.07356,
2,5,4200.0,36.0,116.67,4.5,2.0,1.0,10845603219.3735,106664734662.094,2.0
4,8,35500.0,131.0,270.99,8.2,5.0,1.0,10798399358.9027,106688616971.926,4.0
2,1,7750.0,60.0,129.17,6.0,5.0,1.0,10755073570.282246,106607999029.9172,5.0
2,21,25000.0,160.0,156.25,8.0,20.0,1.0,10841321899.5863,106725554276.243,4.0
6,13,28000.0,140.0,200.0,7.0,,,10778563122.6813,106746610164.958,
5,18,86000.0,383.0,224.54,5.0,,2.0,10729770878.3556,106724188031.364,5.0
2,2,35900.0,131.0,274.05,8.2,4.0,1.0,10797477040.6164,106692630739.808,4.0
4,2,105000.0,205.0,512.2,7.6,,1.0,10797758676.339298,106696052866.283,8.0
4,18,67000.0,270.0,248.15,10.6,10.0,1.0,10738885348.7287,106709847395.258,2.0
4,2,67000.0,276.0,242.75,5.0,6.0,1.0,10808257336.1001,106687938379.401,5.0
2,23,6500.0,78.0,83.33,5.0,3.0,1.0,10788263979.9102,106629175593.934,3.0
2,1,5500.0,55.0,100.0,8.0,4.0,1.0,10723220856.2419,106611352358.49,3.0
0,20,3600.0,80.0,45.0,,2.0,,10844414876.436264,106846173753.13902,
4,14,57000.0,101.0,564.36,1.0,3.0,1.0,10788002703.4416,106685892357.738,1.0
7,20,350000.0,5.551,63.05,53.5,,1.0,10791241923.8598,106795175950.974,
3,20,37150.0,249.3,149.0,3.0,,,10805850453.324217,106790056522.614,3.0
2,22,25000.0,238.5,104.82,,12.0,1.0,10826732777.6372,106636063994.733,
0,18,9800.0,125.0,78.4,,3.0,,10736545092.692,106730167251.253,
7,12,4500.0,80.5,55.9,5.2,,,10866995172.2632,106673439038.779,
5,18,35000.0,151.87,230.46,2.0,2.0,2.0,10721147830.389153,106730416003.74763,2.0
0,5,3190.0,75.0,42.53,,2.0,1.0,10850666672.765757,106674103746.5994,
0,5,5350.0,78.0,68.59,,2.0,1.0,10835094376.07408,106668416237.58408,
5,20,6880.0,48.0,143.33,,,1.0,10842196760.783474,106839926046.02245,
0,0,2470.0,85.0,29.06,,2.0,,10706881683.676111,106600225617.7713,
7,2,180000.0,1.3,138.46,10.0,,1.0,10793299940.226,106718515460.018,
0,20,2300.0,50.0,46.0,,2.0,1.0,10804928825.855,106791222360.996,
2,5,8900.0,71.0,125.35,4.0,7.0,1.0,10841187725.162,106676102141.557,4.0
3,6,26500.0,875.0,30.29,35.0,5.0,1.0,10909369509.601,106686611175.27,1.0
7,13,22480.0,145.0,155.0,,,,10796638353.0848,106745020322.699,
2,22,3000.0,18.0,166.67,5.0,3.0,1.0,10788463959.5105,106661248759.253,5.0
4,1,26000.0,138.0,188.41,6.0,22.0,1.0,10755886880.7956,106606100365.181,7.0
5,1,11100.0,186.0,59.68,,,1.0,10722273811.969,106611736338.388,
4,2,16800.0,120.0,140.0,8.0,5.0,1.0,10773272756.5484,106704914535.49,5.0
0,2,24900.0,154.0,161.69,,4.0,1.0,10794611353.5089,106720101320.748,
2,10,8100.0,39.0,207.69,3.2,3.0,1.0,10765623488.0515,106663579424.483,2.0
2,8,7400.0,65.0,113.85,2.0,2.0,1.0,10805454521.8957,106682133057.754,2.0
4,2,89900.0,240.0,374.58,12.0,,1.0,10803280907.563,106716661366.617,6.0
4,14,12250.0,62.0,197.58,5.5,,1.0,10787479801.362902,106671694146.009,3.0
4,10,46000.0,61.0,754.1,4.0,5.0,1.0,10773856642.2964,106677568151.969,4.0
7,21,30000.0,650.0,46.15,10.0,,1.0,10843688670.8519,106743966765.694,
4,23,31000.0,196.0,158.16,10.0,,1.0,10791554707.258,106633653048.315,1.0
3,20,8900.0,80.0,111.25,5.0,,1.0,10781813114.3157,106793114641.338,
0,0,1570.0,42.0,37.38,,1.0,1.0,10717832643.828297,106637287211.01894,
6,20,35000.0,125.0,280.0,5.0,,1.0,10816747537.6861,106774425179.474,
2,16,22000.0,81.0,271.6,4.0,12.0,1.0,10759411480.8532,106679378186.595,4.0
6,21,18040.0,171.8,105.0,8.2,,1.0,10854571315.496,106752932362.74,
3,22,50000.0,207.0,241.55,10.1,5.0,1.0,10798300950.731,106667167339.822,3.0
0,20,3400.0,70.0,48.57,,2.0,2.0,10839757433.414,106849791734.385,
0,20,3400.0,70.4,48.3,,2.0,2.0,10844377101.935598,106845464451.22,
4,10,19500.0,64.0,304.69,2.0,,1.0,10772584955.2162,106668937219.933,2.0
3,5,19500.0,100.0,195.0,4.0,7.0,,10834776876.2291,106667953547.411,4.0
0,18,11500.0,124.0,92.74,,3.0,,10723255876.732822,106730066103.91074,
3,5,40000.0,220.0,181.82,4.0,5.0,1.0,10834353515.830004,106668068733.69363,4.0
4,21,95000.0,1.4,67.86,40.0,,1.0,10845484901.1649,106718011974.815,
0,15,5950.0,74.0,80.4,,2.0,2.0,10762769699.0967,106698898315.43,
0,15,7000.0,82.0,85.37,,2.0,2.0,10767445152.7055,106704158415.116,
0,15,6400.0,79.0,81.01,,2.0,1.0,10766123771.6675,106702751159.668,
2,5,6500.0,74.0,87.84,6.0,4.0,1.0,10844413948.6819,106660735802.82,2.0
7,7,5400.0,179.5,30.08,,,1.0,10675207300.0,106698464600.0,
7,1,3300.0,64.0,51.56,,,1.0,10815955348.464,106601870170.279,
4,22,15500.0,72.0,215.28,4.0,,1.0,10815208712.2956,106673363315.101,4.0
4,8,27000.0,72.0,375.0,4.0,,,10798482275.6282,106685579003.342,4.0
5,20,6500.0,47.0,138.3,1.0,,2.0,10841981933.199,106838473840.325,1.0
0,7,4300.0,70.0,61.43,,2.0,,10722353410.4966,106702944773.587,
3,18,28000.0,160.0,175.0,8.0,5.0,1.0,10742172228.1562,106711429942.266,4.0
0,18,9800.0,140.0,70.0,,3.0,,10732472657.5122,106729200328.965,
0,13,61850.0,236.0,262.08,,4.0,1.0,10772461378.4098,106713474208.161,
2,2,10300.0,61.0,168.85,10.0,6.0,1.0,10792690974.1959,106711556790.1,4.0
2,18,6500.0,80.0,81.25,4.5,3.0,1.0,10743545981.0807,106733109638.003,2.0
0,0,2500.0,83.0,30.12,,2.0,,10706289434.077517,106599903852.96118,
7,21,5600.0,62.0,90.32,4.0,,1.0,10847333575.7301,106791061714.841,
2,8,9400.0,52.0,180.77,5.0,5.0,1.0,10792073842.125,106671159817.495,5.0
2,8,15300.0,85.0,180.0,4.0,5.0,1.0,10793782430.5289,106678973018.331,4.0
2,8,8500.0,50.0,170.0,4.0,3.0,1.0,10793634961.3919,106679069239.054,4.0
0,0,2490.0,59.0,42.2,,2.0,1.0,10687005043.029783,106585426330.5664,
2,5,4600.0,28.0,164.29,2.0,2.0,1.0,10838677975.762098,106669566015.246,2.0
6,13,37610.0,147.5,255.0,,,1.0,10778567866.7754,106754506824.557,
4,1,12900.0,96.0,134.38,4.0,6.0,1.0,10768353994.9649,106602906954.604,5.0
0,18,2500.0,42.0,59.52,,1.0,,10745430442.781,106700752866.868,
7,21,5000.0,55.0,90.91,4.0,,1.0,10847238932.4933,106790645231.997,
6,13,22400.0,160.0,140.0,,,2.0,10764863537.0161,106758251168.217,
7,21,11800.0,90.0,131.11,6.0,,1.0,10829715316.0713,106730715399.483,
4,14,13500.0,55.0,245.46,3.0,4.0,1.0,10786567278.5108,106690728443.003,3.0
0,20,8620.0,100.0,86.15,,3.0,2.0,10843459682.416489,106843983132.53824,
4,18,18500.0,108.0,171.3,6.0,4.0,1.0,10737900042.3402,106708262942.542,4.0
7,20,96000.0,958.0,100.21,,,1.0,10806819698.7015,106788324924.772,
4,2,18500.0,95.0,194.74,4.0,,1.0,10798092425.984455,106707118190.82498,4.0
0,21,4800.0,86.0,55.81,,3.0,,10826715469.3604,106756912231.445,
7,12,3300.0,56.0,58.93,,,1.0,10848954445.2203,106692671209.968,
3,5,60000.0,200.0,300.0,10.0,,1.0,10834695681.6887,106667666255.406,5.0
3,5,18000.0,100.0,180.0,5.0,,,10824070995.373005,106691926582.83434,4.0
3,20,14500.0,103.0,140.78,5.0,,1.0,10807673804.606298,106799345152.846,
7,21,11800.0,90.0,131.11,6.0,,1.0,10824753545.0465,106718786745.708,
0,21,2700.0,52.0,51.92,,1.0,,10826063311.90595,106756320880.5648,
7,18,24000.0,176.0,136.36,8.0,,1.0,10742511084.2025,106713737961.861,
4,18,15500.0,76.5,202.61,4.5,5.0,1.0,10744390021.8299,106710051358.871,5.0
4,18,35000.0,150.0,233.33,8.0,1.0,1.0,10739290690.279,106706936859.702,1.0
0,13,24500.0,160.0,153.12,,3.0,2.0,10769301862.352951,106715784169.1676,
6,13,23360.0,160.0,146.0,,,,10781675884.533625,106751961064.25755,
0,19,2800.0,75.0,37.32,,3.0,2.0,10706833476.3436,106623106144.949,
4,22,7700.0,58.0,132.76,4.2,2.0,1.0,10791951765.14,106650293650.147,2.0
0,0,2950.0,69.0,42.75,,2.0,1.0,10687406281.693834,106585110850.88203,
0,13,4260.0,52.0,81.92,,1.0,2.0,10781608754.4855,106739332767.875,
0,0,2750.0,65.0,42.31,,2.0,1.0,10692845882.0011,106643525064.814,
0,23,7100.0,96.0,73.96,,2.0,2.0,10803634532.167185,106616784623.86057,
5,18,27000.0,140.0,192.86,,,2.0,10721297306.3058,106729493899.552,
4,19,12900.0,72.0,179.17,4.0,,,10734025677.598,106658943410.552,4.0
2,5,18900.0,200.0,94.5,12.0,18.0,1.0,10840936102.3454,106676322834.135,4.0
0,19,3800.0,79.0,48.04,,2.0,2.0,10743612552.816216,106675652539.03036,
0,0,2500.0,84.0,29.76,,2.0,2.0,10706383555.255424,106599820795.8198,
7,7,9200.0,120.0,76.67,,,1.0,10692912523.488,106740827204.01,
2,21,14000.0,140.0,100.0,4.0,5.0,,10880951464.4976,106726626668.457,4.0
0,15,9500.0,86.0,110.46,,,,10753609935.50965,106690492119.4022,
2,5,6250.0,64.0,97.66,2.0,3.0,1.0,10842334442.4048,106657436012.07,2.0
0,2,4100.0,66.0,62.12,,2.0,2.0,10816357014.714436,106706305669.8561,
2,8,8000.0,67.0,119.4,4.1,2.0,1.0,10798288526.8371,106688431768.913,3.0
0,13,11900.0,113.0,105.31,,3.0,1.0,10770104436.4533,106715583262.784,
0,12,3100.0,65.0,47.69,,2.0,1.0,10854435268.181108,106678717774.91714,
2,7,6100.0,52.0,117.31,,,,10692913663.7343,106740936233.509,
7,4,1850.0,284.3,6.51,,,1.0,11016885136.8714,106460834600.202,
0,2,11500.0,108.0,106.48,,2.0,1.0,10793887138.3667,106711311340.332,
0,20,4100.0,74.0,55.4,,2.0,1.0,10838287072.163818,106840154993.7421,
2,2,6600.0,50.0,132.0,,4.0,1.0,10807896010.0985,106691321026.685,
2,11,31000.0,200.0,155.0,10.8,,,10763974354.0926,106656055186.593,
2,18,16000.0,100.0,160.0,5.0,4.0,1.0,10842940104.5991,106752674674.126,
0,1,4000.0,68.0,58.82,,2.0,,10728292179.98617,106620351019.27008,
7,3,4500.0,105.0,42.86,7.0,,1.0,10412482771.888102,106953641909.23,
3,13,70000.0,342.0,204.68,3.0,,1.0,10803057674.2232,106731374097.213,3.0
2,10,16000.0,66.0,242.42,3.8,8.0,1.0,10773330891.0111,106676516005.043,4.0
4,5,30000.0,130.0,230.77,,,,10841039319.2905,106675239882.489,
0,18,9200.0,118.0,77.97,,3.0,1.0,10727871821.234402,106715224476.80486,
4,14,300000.0,450.0,666.67,30.0,8.0,1.0,10782562529.2355,106686600388.51,4.0
2,5,8100.0,60.0,135.0,4.0,5.0,1.0,10842053699.078,106657223237.345,5.0
4,23,11500.0,107.0,107.48,5.0,1.0,1.0,10812182802.7272,106620566315.629,
3,13,250000.0,321.0,778.82,3.0,7.0,1.0,10770228247.770657,106721191915.05756,3.0
4,21,20800.0,130.0,160.0,5.25,3.0,1.0,10813953583.8009,106774833774.952,3.0
3,21,24000.0,240.0,100.0,12.0,5.0,1.0,10800747236.1609,106805198906.143,3.0
4,13,12700.0,70.0,181.43,4.0,3.0,1.0,10794411663.5438,106734230304.822,3.0
0,17,4000.0,86.0,46.51,,2.0,1.0,10747534610.61,106632002885.969,
2,21,13900.0,164.0,84.76,8.0,6.0,,10782404844.8451,106760805286.467,4.0
0,18,9000.0,162.0,55.56,,3.0,1.0,10738446010.324436,106700316590.49744,
4,6,4000.0,140.0,28.57,15.0,3.0,1.0,10896612983.694,106594166424.078,3.0
6,13,32560.000000000004,176.0,185.0,,,1.0,10764516857.1539,106757902135.77,
4,20,16900.0,250.0,67.6,8.0,,1.0,10834592834.8239,106829811196.21,
4,22,11900.0,70.0,170.0,4.0,15.0,1.0,10797443840.8803,106661037256.757,3.0
0,18,8300.0,80.0,103.75,,2.0,2.0,10722928650.05546,106728310001.98624,
3,20,8800.0,75.0,117.33,,,,10807590061.733728,106799831770.94997,
0,9,11700.0,68.1,171.81,,2.0,,10763151361.2793,106695083817.826,
3,18,57500.0,200.0,287.5,10.0,5.0,1.0,10741842126.53396,106699228798.0212,4.0
0,18,9350.0,110.0,85.0,,3.0,1.0,10731658056.475063,106715861555.42848,
0,13,5300.0,76.0,69.72,,1.0,,10787068513.556702,106733063376.378,
5,20,9000.0,70.0,128.57,,,2.0,10843610138.3776,106845218755.476,
0,2,13000.0,109.0,119.27,,3.0,1.0,10794948500.750431,106720849997.37164,
0,20,4350.0,110.0,39.54,,3.0,,10784567157.7335,106801002980.639,
0,13,17000.0,143.0,118.88,,3.0,2.0,10810327630.3497,106730976066.29,
2,1,6850.0,56.0,122.32,4.0,5.0,1.0,10761289095.9493,106605308247.081,5.0
4,20,10500.0,88.0,119.32,3.4,5.0,1.0,10814080091.5341,106770089558.411,2.0
2,10,7700.0,53.9,142.86,1.0,2.0,1.0,10781699470.8831,106674373609.881,1.0
7,21,7600.0,120.0,63.33,6.0,,1.0,10864539274.1841,106730072164.211,
7,12,120000.0,3.5,34.29,,,1.0,10868777728.7818,106685466133.844,
7,6,155000.0,1.7,91.18,30.0,,1.0,10880526150.2389,106599256957.055,
7,6,15000.0,500.0,30.0,4.0,,1.0,10909441814.7772,106665645866.195,
7,12,250000.0,5.0,50.0,40.0,,1.0,10878625910.1115,106648915441.458,
4,21,23500.0,200.0,117.5,5.0,4.0,1.0,10831392565.2165,106775610616.309,3.0
2,21,8100.0,68.2,118.77,4.0,4.0,1.0,10857973860.499102,106740987566.36,3.0
4,21,23000.0,190.0,121.05,6.3,3.0,1.0,10823515149.2471,106775570566.279,3.0
4,20,15000.0,112.0,133.93,3.0,5.0,1.0,10815589689.417492,106775011208.00713,3.0
4,21,25000.0,146.0,171.23,6.0,22.0,1.0,10835434929.293,106790485345.779,6.0
2,21,6700.0,140.0,47.86,6.0,3.0,1.0,10828158277.9239,106777398765.053,3.0
4,21,21000.0,212.0,99.06,8.0,7.0,1.0,10845986852.4778,106795670015.812,2.0
0,18,24000.0,283.0,84.81,,3.0,,10732268333.4351,106728805541.992,
0,13,143000.0,379.0,377.31,,3.0,,10769825935.3638,106716209411.621,
0,13,27000.0,432.2,62.47,,5.0,1.0,10776494979.8584,106755760192.871,
4,14,12500.0,62.0,201.61,5.5,,1.0,10787424767.8137,106671504910.268,
2,21,7200.0,72.0,100.0,4.0,4.0,1.0,10835910898.2757,106777871840.296,3.0
7,1,4470.0,75.6,59.06,8.0,,1.0,10772121111.2421,106586217511.25,
4,18,25000.0,200.0,125.0,8.0,1.0,1.0,10747070592.9656,106728929969.664,1.0
2,18,13500.0,75.0,180.0,5.0,4.0,1.0,10751752516.229,106701934478.598,4.0
2,19,7500.0,70.3,106.69,6.0,4.0,1.0,10740237091.668575,106659633284.47076,1.0
0,15,6600.0,92.0,71.74,,2.0,2.0,10756810286.69805,106691577167.77785,
7,12,2790.0,50.3,55.47,,,1.0,10894329133.8496,106668923608.805,
2,5,7960.0,65.0,122.46,5.0,4.0,1.0,10853839893.7186,106651512258.689,5.0
2,23,8200.0,52.0,157.69,4.0,4.0,1.0,10754592745.4047,106678858328.966,3.0
0,10,5800.0,70.0,82.86,,2.0,,10775938034.0576,106661918640.137,
0,18,7500.0,181.0,41.44,,2.0,,10735712321.8165,106740179487.245,
5,18,12500.0,100.0,125.0,,2.0,1.0,10732932492.125944,106707794615.9995,
3,0,13500.0,95.0,142.1,5.0,,,10721409799.903214,106660496557.64178,5.0
0,21,6180.0,133.0,46.47,,3.0,,10887118671.0505,106771648108.247,
7,20,2470.0,54.0,45.7,5.0,,1.0,10808052660.7709,106864018931.46,
4,12,16900.0,160.0,105.62,4.0,,1.0,10856932653.5713,106621104200.846,3.0
3,20,13600.0,192.0,70.83,12.0,6.0,1.0,10826538085.9375,106819953918.457,4.0
4,12,25000.0,370.0,67.57,,,,10878656931.1798,106649348348.41,
0,0,2450.0,59.0,41.52,,2.0,2.0,10686859118.71062,106585242747.65808,
0,13,33000.0,128.0,257.81,,3.0,,10770393209.21,106715586069.879,
0,21,2600.0,51.0,50.98,,1.0,,10844209671.0205,106763008117.676,
0,13,45500.0,148.0,307.43,,3.0,,10769906771.3184,106716320193.267,
2,21,4200.0,64.2,65.42,5.18,5.0,1.0,10850736610.5497,106764576457.828,2.0
2,13,29500.0,256.0,115.23,11.04,,1.0,10792895717.8949,106733036660.763,
7,21,3100.0,71.0,43.66,,,1.0,10842530173.5942,106800613327.296,
0,13,3450.0,62.0,55.64,,2.0,,10796467373.133398,106744856859.86916,
0,13,5350.0,68.5,78.1,,2.0,,10800707731.8184,106747012581.506,
7,6,3100.0,125.0,24.8,20.0,,,10909141300.0,106665834300.0,
2,23,60000.0,450.0,133.33,8.0,9.0,1.0,10775798743.2413,106625760595.419,4.0
3,18,16000.0,120.0,133.33,5.0,5.0,1.0,10743535425.6081,106735673029.006,4.0
0,13,6700.0,126.0,53.18,,3.0,,10796958832.7855,106741006413.763,
