loại nhà đất,địa chỉ,giá,diện tích,giá/m2,mặt tiền,phòng ngủ,pháp lý,tọa độ x,tọa độ y,số tầng
2,20,4750.0,85.0,55.88,5.0,4.0,1.0,10820729004.3275,106777169618.165,2.0
2,2,52000.0,330.0,157.58,6.0,20.0,1.0,10805706237.4318,106688589404.503,6.0
4,21,15500.0,211.0,73.46,5.0,3.0,1.0,10883392588.938,106728825287.94,2.0
2,5,8000.0,65.0,123.08,4.0,4.0,1.0,10838281307.3476,106669499849.822,4.0
7,20,2850.0,52.5,54.29,5.0,,1.0,10815310677.7943,106830812544.662,
0,12,1800.0,58.0,31.03,,2.0,2.0,10829746246.3379,106609970092.773,
2,20,4400.0,60.0,73.33,4.4,2.0,1.0,10820725011.926,106777019579.354,2.0
7,20,119000.0,4.856,24.51,60.0,,1.0,10848093845.179,106835521051.844,
2,8,14000.0,94.0,148.94,7.2,5.0,1.0,10791741700.0,106674881700.0,4.0
2,2,15000.0,58.0,258.62,4.0,4.0,1.0,10797995551.0112,106705248420.758,3.0
4,2,19000.0,72.0,263.89,4.0,4.0,1.0,10802357363.0372,106719408665.205,4.0
2,5,6890.0,48.0,143.54,4.0,4.0,1.0,10837911190.7431,106636593393.129,4.0
4,23,9990.0,75.0,133.2,4.0,4.0,1.0,10779510516.0091,106624395422.216,4.0
6,13,6100.0,119.0,51.26,7.0,,2.0,10772191264.2274,106766822293.529,
4,23,7500.0,70.0,107.14,1.0,2.0,1.0,10791049718.663898,106637576327.731,1.0
2,5,9900.0,68.0,145.59,4.0,4.0,1.0,10848500712.712,106648038608.862,5.0
3,7,16000.0,140.0,114.29,,,,10704594148.998058,106712259717.05556,
0,13,12800.0,113.0,113.27,,3.0,2.0,10770589828.4912,106714836120.605,
6,13,6960.0,119.0,58.5,7.0,,2.0,10772322983.6952,106787865027.164,
3,7,16000.0,140.0,114.29,,,,10703471372.6567,106712121137.142,
6,13,15400.0,110.0,140.0,5.0,,1.0,10792447956.484,106778508668.294,
2,5,11900.0,58.0,205.17,4.0,4.0,1.0,10841957607.8595,106676712691.866,5.0
0,13,13600.0,113.0,120.35,,3.0,2.0,10770589828.4912,106714836120.605,
0,13,10800.0,88.0,122.73,,2.0,2.0,10770589828.4912,106714836120.605,
3,20,23000.0,126.0,182.54,,,,10838308148.49621,106829467717.78328,
2,6,3900.0,67.0,58.21,4.75,2.0,1.0,10851880362.678,106604210663.282,2.0
2,1,4650.0,71.4,65.13,4.3,3.0,1.0,10802853463.0313,106709639923.064,2.0
2,9,4650.0,86.9,53.51,4.0,5.0,1.0,10793371320.1606,106691239803.729,4.0
2,5,11790.0,55.0,214.36,4.6,4.0,1.0,10835885823.0369,106661184211.721,6.0
0,18,5900.0,113.9,51.8,,3.0,2.0,10714542292.9672,106738545058.898,
6,13,6960.0,119.0,58.5,7.0,,2.0,10772156582.8684,106787386848.949,
4,18,15500.0,100.0,155.0,4.0,5.0,1.0,10751504473.3964,106721818506.402,3.0
0,9,21000.0,101.0,207.92,,3.0,1.0,10784872923.6323,106703651307.046,
4,2,76000.0,240.0,316.67,8.0,,,10806018221.468102,106705027582.826,8.0
0,18,3200.0,51.0,62.74,,2.0,1.0,10713323031.3866,106744096454.531,
0,18,3900.0,66.0,59.09,,2.0,1.0,10714666099.5654,106741054016.613,
2,18,8100.0,187.0,43.32,19.0,2.0,1.0,10732916193.4918,106734984007.644,2.0
2,20,6800.0,88.0,77.27,2.0,,1.0,10848228990.4951,106788147388.766,2.0
4,21,48990.0,201.0,243.73,5.2,15.0,1.0,10844637256.3003,106762017215.448,6.0
0,18,3650.0,55.0,66.36,,2.0,,10713648537.1427,106738271776.838,
2,8,10000.0,61.0,163.93,4.0,4.0,1.0,10791659183.152802,106670150679.135,3.0
4,22,14500.0,69.0,210.14,4.0,6.0,1.0,10800888460.6707,106650125932.289,5.0
4,22,23000.0,90.0,255.56,5.25,2.0,1.0,10796030942.9686,106640799541.843,
2,23,7900.0,72.0,109.72,5.0,4.0,1.0,10783351531.6047,106620904334.475,5.0
0,13,22750.0,216.0,105.32,,3.0,,10776951789.856,106751899719.238,
2,14,18000.0,58.4,308.22,7.5,2.0,1.0,10784844537.6818,106682748123.517,4.0
4,2,75000.0,225.0,333.33,8.0,,,10813445003.3391,106690045112.507,8.0
0,18,8200.0,80.0,102.5,,2.0,2.0,10724386459.721235,106728384683.74474,
4,1,18300.0,177.5,103.1,12.0,5.0,1.0,10803765915.71082,106588727937.78056,3.0
2,22,7700.0,50.7,151.87,3.9,2.0,1.0,10791521670.1985,106649584207.184,2.0
4,17,12000.0,68.0,176.47,4.0,5.0,1.0,10744504405.249,106630384406.077,5.0
2,14,16800.0,87.0,193.1,5.0,1.0,1.0,10769018434.8072,106681170212.788,1.0
6,13,20000.0,129.5,154.44,7.0,,1.0,10768296574.2252,106761022823.449,
2,5,9900.0,56.0,176.79,4.0,4.0,1.0,10845595320.3752,106642566049.823,5.0
2,2,12400.0,66.8,185.63,5.0,6.0,1.0,10810706706.7959,106713308679.187,5.0
2,0,750.0,40.0,18.75,1.0,2.0,1.0,10736419280.0247,106555013158.163,1.0
6,13,7020.0,119.0,59.0,7.0,,2.0,10772846319.9376,106766890097.09,
6,7,20500.0,190.0,107.9,10.0,,1.0,10720787112.44936,106696268416.9194,
2,1,3650.0,49.0,74.49,5.0,3.0,1.0,10757634635.2881,106614648608.774,2.0
0,13,20500.0,150.0,136.67,,3.0,2.0,10801264472.2405,106748592656.506,
2,0,830.0,40.0,20.75,1.0,2.0,1.0,10716331916.396,106581390002.887,1.0
2,19,2350.0,40.95,57.39,3.15,2.0,1.0,10740819131.5309,106647140067.549,3.0
4,9,38000.0,100.0,380.0,6.0,8.0,1.0,10789489964.0628,106691559151.276,6.0
0,18,2800.0,70.0,40.0,,2.0,,10710370477.7364,106729847175.171,
4,22,148000.0,168.0,880.95,11.0,12.0,1.0,10797634498.3506,106671425056.285,11.0
2,12,5360.0,68.0,78.82,4.3,3.0,1.0,10879918741.3615,106665767475.551,3.0
0,13,10920.0,115.0,95.0,,2.0,1.0,10801497836.791723,106733357272.60136,
2,0,700.0,48.0,14.58,2.0,2.0,1.0,10673454863.5809,106606880627.035,2.0
0,23,4200.0,83.0,50.6,,3.0,,10801547891.4167,106626950117.846,
4,8,135000.0,400.0,337.5,10.0,,,10791815375.2839,106679023404.556,10.0
0,22,4220.0,81.0,52.1,,2.0,,10796662414.208609,106641403542.35117,
2,21,4350.0,52.0,83.65,5.2,2.0,1.0,10878859921.5603,106775046965.313,2.0
7,21,7800.0,113.0,69.03,7.0,,1.0,10873744774.2268,106767822123.219,
2,12,1570.0,30.0,52.33,,2.0,1.0,10842027014.8428,106630496386.743,
0,13,25000.0,138.5,180.5,,3.0,2.0,10782369100.658852,106719628890.65706,
0,17,3000.0,67.0,44.78,,2.0,1.0,10748823058.641802,106635112639.72386,
4,22,33000.0,202.0,163.37,9.0,,,10808834414.5614,106664267785.327,2.0
0,18,2250.0,57.0,39.47,,2.0,,10709492848.8091,106730176049.701,
4,14,59000.0,225.0,262.22,9.0,,1.0,10788077213.9856,106677333700.324,
0,18,8300.0,153.0,54.25,,3.0,2.0,10751486879.3105,106723201152.691,
0,8,4000.0,75.0,53.33,,2.0,2.0,10808942082.364182,106671717573.1153,
4,14,17700.0,51.7,342.36,5.0,,1.0,10773443406.4221,106682518293.59,4.0
3,20,23000.0,126.0,182.54,,,,10841697107.253248,106840526448.82664,
7,21,5500.0,82.0,67.07,4.0,,1.0,10830696465.8106,106729083812.777,
2,0,800.0,50.0,16.0,5.0,2.0,1.0,10660781650.2113,106577448745.374,1.0
7,21,5000.0,55.5,90.09,4.0,,1.0,10849647374.853,106743717553.702,
2,19,3000.0,32.0,93.75,3.0,,1.0,10735962385.5811,106648125171.463,2.0
4,5,48000.0,372.0,129.03,12.0,,1.0,10841716013.8227,106676964421.553,
4,22,17000.0,80.0,212.5,4.0,,1.0,10795779154.0802,106640453620.711,4.0
2,6,1550.0,48.0,32.29,4.0,3.0,1.0,10904994101.8405,106603241792.151,2.0
4,13,20400.0,120.2,169.72,4.44,,1.0,10798429064.0709,106733100702.296,2.0
2,23,4300.0,56.0,76.79,6.0,4.0,1.0,10787102626.1765,106639117797.65,2.0
3,20,24200.0,166.0,145.78,10.0,4.0,1.0,10803958295.387371,106795866970.96024,3.0
3,20,21500.0,188.0,114.36,15.0,4.0,1.0,10832162780.960688,106767556757.49023,2.0
4,5,120000.0,460.0,260.87,9.0,20.0,1.0,10828997290.3244,106689155952.179,9.0
3,20,8900.0,75.0,118.67,5.0,4.0,1.0,10806223208.131475,106799913378.55215,3.0
3,20,8900.0,80.0,111.25,5.0,4.0,1.0,10795356004.76464,106791597425.34744,3.0
4,10,16500.0,93.0,177.42,7.0,10.0,1.0,10766600681.9303,106659071645.932,3.0
4,22,28000.0,87.0,321.84,6.3,,1.0,10814957489.9054,106673054111.24,3.0
0,9,3500.0,40.0,87.5,,1.0,1.0,10766530633.7017,106692546643.54,
2,5,7500.0,64.0,117.19,4.0,7.0,1.0,10852415618.673,106655749330.411,4.0
2,0,1250.0,117.5,10.64,5.0,4.0,1.0,10727699283.1365,106586957896.298,2.0
2,0,810.0,62.5,12.96,5.0,2.0,1.0,10682919576.0058,106577100633.495,2.0
2,2,16200.0,89.0,182.02,4.4,1.0,1.0,10806669623.6167,106718547933.631,1.0
4,22,24000.0,150.0,160.0,6.0,,,10815164588.2915,106672529312.529,3.0
4,5,18500.0,116.0,159.48,5.8,15.0,1.0,10834818370.1487,106664605334.411,6.0
7,4,3600.0,252.0,14.29,12.0,,1.0,10924516424.9669,106625322870.809,
3,6,7500.0,126.0,59.52,7.0,4.0,1.0,10875103673.393,106611797920.172,3.0
2,18,6700.0,72.0,93.06,4.0,11.0,1.0,10750493049.0311,106735948449.118,3.0
4,8,25500.0,63.6,400.94,6.0,3.0,1.0,10795205776.1837,106687595175.68,4.0
2,5,15600.0,81.0,192.59,5.0,5.0,1.0,10825314521.0227,106690000785.183,5.0
2,21,8900.0,139.0,64.03,8.5,7.0,1.0,10842717840.4045,106752877731.701,4.0
2,5,42000.0,262.0,160.3,12.0,18.0,1.0,10829201999.0113,106689537510.982,6.0
3,7,80000.0,695.0,115.11,17.0,,1.0,10703782334.2093,106712930867.052,3.0
2,5,7800.0,78.0,100.0,6.0,5.0,1.0,10835693732.1045,106661087130.192,6.0
2,1,2350.0,38.0,61.84,4.1,,1.0,10759434496.109098,106598779467.618,
2,8,7520.0,92.0,81.74,4.3,4.0,1.0,10793502717.117,106691435919.713,3.0
7,13,49000.0,320.0,153.12,,,1.0,10808597398.4296,106733087978.232,
2,8,21500.0,110.0,195.46,5.0,,,10791839972.1589,106671889022.418,5.0
7,6,2000.0,90.0,22.22,5.0,,1.0,10896086727.3548,106591660978.083,
2,5,12000.0,80.0,150.0,6.5,5.0,1.0,10842133333.8939,106676347827.218,4.0
7,21,11300.0,120.0,94.17,5.0,,1.0,10858859110.9114,106756697355.329,
2,20,4800.0,52.0,92.31,4.0,3.0,1.0,10804441113.4152,106815659901.247,3.0
3,20,75000.0,1.05,71.43,28.0,10.0,1.0,10822458345.9837,106763831517.719,3.0
2,22,5450.0,28.0,194.64,4.0,2.0,1.0,10791268824.8338,106662085684.144,2.0
2,5,20000.0,260.0,76.92,13.0,5.0,1.0,10837135445.9969,106680513495.656,3.0
2,22,8400.0,65.0,129.23,4.2,3.0,1.0,10782971696.4668,106658850576.21,3.0
2,10,24000.0,120.0,200.0,7.0,6.0,1.0,10772182541.312,106669360911.139,4.0
2,17,4800.0,27.7,173.28,3.07,3.0,1.0,10758602515.2119,106630385636.59,3.0
2,5,8500.0,72.0,118.06,4.0,4.0,1.0,10839200399.1232,106665027380.918,4.0
4,23,13990.0,113.0,123.8,5.0,3.0,1.0,10785825249.5188,106622011750.648,2.0
2,11,13000.0,60.0,216.67,4.0,4.0,1.0,10770621399.1992,106655011374.865,3.0
2,22,8000.0,35.0,228.54,3.2,3.0,1.0,10798577691.127298,106665703306.787,4.0
2,10,18000.0,76.0,236.84,4.0,7.0,1.0,10772452798.0786,106669578447.668,4.0
2,5,8000.0,72.0,111.11,4.0,4.0,1.0,10837210863.0758,106680498820.032,4.0
7,6,12500.0,740.0,16.89,,,1.0,10876729053.1415,106605036670.639,
2,23,8000.0,60.0,133.35,6.0,4.0,1.0,10795749756.9654,106622174475.414,3.0
2,1,3950.0,44.0,89.77,2.0,2.0,1.0,10788640250.654,106595411947.297,2.0
6,13,15500.0,50.0,310.0,5.0,,1.0,10785387797.7035,106737678244.006,
2,2,9300.0,56.0,166.07,4.0,4.0,1.0,10808418666.7287,106687910284.592,3.0
2,21,9600.0,96.0,100.0,4.0,5.0,,10787855049.583,106762190696.022,4.0
2,7,8500.0,94.2,90.23,5.0,4.0,1.0,10676755784.2165,106743706236.075,3.0
7,21,15980.0,225.0,71.0,7.5,,1.0,10833187053.8621,106754346223.946,
7,20,4350.0,84.1,51.72,,,1.0,10815300249.1182,106830762724.7,
4,1,6680.0,60.0,111.33,8.0,4.0,,10771381917.3529,106586501661.554,4.0
2,10,9000.0,59.5,151.26,3.0,6.0,,10766342519.1014,106659464917.485,3.0
2,10,15500.0,56.0,276.79,3.0,,,10766242304.0414,106659330170.236,3.0
2,10,15500.0,80.0,193.75,3.0,,1.0,10779999909.9162,106668155936.346,3.0
2,23,12000.0,100.0,120.0,,,,10789801475.0685,106633584078.514,
7,6,2850.0,75.0,38.0,5.0,,1.0,10858844171.9086,106571496108.04,
2,10,6200.0,30.0,206.67,4.0,,,10772114290.7967,106665592436.693,4.0
2,1,5600.0,60.0,93.33,4.0,5.0,1.0,10771702600.0,106586301200.0,4.0
2,10,11700.0,61.0,191.8,4.0,6.0,,10761591500.0,106667284400.0,4.0
2,10,11900.0,55.0,216.36,4.0,5.0,1.0,10762346646.5175,106670677852.843,4.0
2,23,8500.0,76.0,111.84,4.0,4.0,1.0,10798890635.8311,106634426837.927,3.0
4,10,22800.0,57.2,398.6,3.0,,1.0,10764946136.2873,106675416242.201,3.0
2,23,7800.0,45.0,173.33,,,,10795823164.2454,106621943826.389,
7,4,17500.0,3.266,5.36,,,,10970115323.9769,106599827277.415,
3,18,17500.0,168.0,104.17,7.0,4.0,1.0,10728133806.838598,106735394473.917,3.0
4,5,10600.0,84.0,126.19,4.0,10.0,1.0,10839221683.888,106665303939.843,4.0
4,20,33000.0,340.0,97.06,10.0,,1.0,10832584367.5062,106768869494.608,
2,7,21000.0,250.0,84.0,2.0,22.0,1.0,10707589868.3386,106705617175.99,2.0
2,2,15500.0,165.0,93.94,1.0,1.0,1.0,10803843724.631,106721154498.409,1.0
2,2,7700.0,60.0,128.33,5.0,3.0,1.0,10798909032.0812,106693168798.264,2.0
4,1,10800.0,82.8,130.44,4.6,7.0,1.0,10789856121.6639,106604447065.098,5.0
4,1,12300.0,90.0,136.67,5.0,4.0,1.0,10748709020.8807,106618233454.347,3.0
4,21,32000.0,337.0,94.96,3.0,6.0,1.0,10831465911.5508,106770296469.33,3.0
2,21,6500.0,50.0,130.0,5.0,3.0,1.0,10836363585.0602,106726591916.76,3.0
4,23,20700.0,100.0,207.0,,,,10800191376.7877,106630534269.145,
4,2,52000.0,282.0,184.4,,,1.0,10804427315.5447,106689270328.878,
7,21,6200.0,78.4,79.08,4.0,,1.0,10862408418.8708,106755010417.272,
2,22,7800.0,60.0,130.0,4.0,3.0,1.0,10799493148.73,106641215758.875,3.0
2,20,5100.0,50.1,101.8,,4.0,1.0,10834836324.7121,106829988127.298,
3,13,99000.0,808.0,122.52,,,,10783804532.315,106753422812.0,
2,21,9300.0,54.3,171.27,4.0,,1.0,10825971261.682636,106717397421.59843,5.0
7,20,4000.0,63.1,63.39,,,1.0,10815232411.2469,106830607924.745,
4,15,13700.0,66.4,206.32,3.0,,1.0,10764313910.2094,106705777275.17,3.0
2,18,15990.0,80.0,199.88,5.0,4.0,1.0,10708055804.7468,106734496545.498,4.0
2,14,22000.0,160.0,137.5,4.0,,,10789759513.5513,106674938886.547,4.0
4,17,12500.0,100.0,125.0,5.0,4.0,1.0,10740718969.2755,106629724232.156,3.0
4,14,19500.0,53.0,367.92,3.5,5.0,1.0,10786256599.8595,106684532050.265,4.0
2,2,6300.0,38.7,162.79,4.3,4.0,1.0,10796307360.9759,106707194335.373,4.0
4,18,13800.0,100.0,138.0,5.0,4.0,1.0,10731871934.3183,106744856109.826,3.0
2,8,9500.0,86.5,109.83,4.0,3.0,1.0,10791850096.0217,106670215865.317,2.0
4,21,24300.0,525.0,46.29,10.0,,1.0,10875812363.4541,106764667916.265,
7,21,22400.0,275.0,81.46,14.0,,1.0,10852888482.894,106719999068.045,
2,8,2890.0,85.0,34.0,5.0,3.0,1.0,10793700044.9155,106691369240.46,2.0
2,23,2570.0,80.0,32.12,5.0,4.0,1.0,10811451691.4168,106610523807.21,4.0
2,8,2640.0,75.0,35.2,5.0,4.0,1.0,10797853303.2475,106685002398.597,4.0
2,10,18000.0,136.4,131.96,2.0,4.0,1.0,10781576454.855,106674085003.847,2.0
2,2,10900.0,70.0,155.71,5.0,6.0,1.0,10799016902.0088,106703063519.814,5.0
7,12,24300.0,520.0,46.73,,,1.0,10857353963.6063,106626096103.021,
2,22,2690.0,80.0,33.62,5.0,3.0,1.0,10793322157.9074,106640214390.764,3.0
4,6,15000.0,200.0,75.0,6.5,5.0,1.0,10891601728.5468,106616150433.183,3.0
3,13,45000.0,404.0,111.39,20.0,6.0,,10784206282.526,106753355635.317,2.0
4,9,79000.0,121.0,652.89,7.0,,1.0,10793588039.6884,106689288703.014,7.0
2,20,4100.0,50.0,82.0,2.0,3.0,,10811433260.1337,106848915279.213,2.0
2,22,9500.0,125.0,76.0,3.0,6.0,,10814603641.1974,106632232596.21,3.0
6,20,9680.0,150.0,64.5,10.0,,,10793816399.627905,106804255870.70456,
4,22,7990.0,34.0,235.0,3.0,3.0,1.0,10798515245.4714,106665782978.944,4.0
4,15,13200.0,37.1,355.8,5.0,4.0,1.0,10762675584.0807,106702932629.841,5.0
2,23,6100.0,61.4,99.35,4.0,3.0,1.0,10788431992.2152,106629454397.22,2.0
4,20,35000.0,470.0,74.47,,,1.0,10822606600.0,106780125300.0,
4,20,13500.0,125.0,108.0,5.0,,1.0,10816012243.8807,106811853386.331,5.0
7,20,8640.0,108.0,80.0,6.0,,1.0,10806988600.0,106788283500.0,
2,1,2950.0,24.0,122.92,2.0,2.0,1.0,10784534149.892,106616523983.12,2.0
4,14,34700.0,53.0,654.72,,,,10769439069.5063,106683168715.261,
4,15,160000.0,570.0,280.7,2.0,,1.0,10762938968.8487,106703164525.14,2.0
2,14,8200.0,52.0,157.69,2.0,3.0,1.0,10789373677.0304,106675111486.401,2.0
3,23,22000.0,383.0,57.44,4.0,,,10803978722.8066,106617716891.784,4.0
4,22,11850.0,62.0,191.13,4.0,6.0,1.0,10783091090.6194,106658436653.146,5.0
7,20,8800.0,105.0,83.81,,,1.0,10853738171.4078,106790566700.733,
2,20,6000.0,52.0,115.38,3.0,,1.0,10839310495.0582,106796501077.183,3.0
4,20,27500.0,250.0,110.0,,,1.0,10875671790.3807,106815437580.0,
2,5,6850.0,50.0,137.0,4.0,3.0,1.0,10851570724.7553,106658643127.935,4.0
4,20,9300.0,133.0,69.92,,,1.0,10797103160.0444,106807585830.222,
4,20,16900.0,252.0,67.06,8.0,,1.0,10835097814.0656,106830076019.939,
4,15,33000.0,89.0,370.79,,,,10789857403.4308,106727195818.213,
6,20,11480.0,135.0,85.0,5.0,,1.0,10805762449.6612,106782244187.095,
7,21,100000.0,4.1,24.39,,,1.0,10797701085.8731,106792140414.735,
4,22,68000.0,200.0,340.0,,,,10761559045.7467,106660640552.34,
4,9,400000.0,1.05,380.95,25.0,,1.0,10787387800.0,106698481400.0,25.0
7,13,27500.0,180.0,152.78,7.0,,1.0,10791388722.1379,106730173972.02,
4,2,35000.0,160.0,218.75,,,1.0,10809270521.9901,106692769223.262,
4,20,21000.0,180.0,116.67,7.0,,1.0,10815177600.0,106774778000.0,
4,21,90000.0,750.0,120.0,14.0,,1.0,10844441935.0234,106762294181.09,7.0
2,8,6650.0,32.0,207.81,3.5,2.0,1.0,10798891340.1399,106687478939.875,3.0
7,13,22000.0,456.0,48.25,14.5,,1.0,10781083838.9442,106761656689.268,
4,2,45000.0,240.0,187.5,7.0,,1.0,10806827134.7102,106719197995.492,7.0
3,13,16500.0,100.0,165.0,5.0,4.0,,10795470609.3008,106775094649.056,4.0
2,22,7800.0,60.0,130.0,3.0,3.0,,10799812736.9241,106641229855.612,3.0
2,20,6900.0,80.5,85.71,5.2,3.0,1.0,10832606237.715,106769133105.488,3.0
2,12,3750.0,70.3,53.34,5.0,2.0,1.0,10871194494.5549,106688954000.29,2.0
2,23,6000.0,57.0,105.26,2.0,2.0,1.0,10782860084.294,106635154337.442,2.0
2,23,7500.0,80.0,93.75,4.0,2.0,1.0,10791726640.7136,106627512898.432,1.0
2,22,18000.0,120.0,150.0,4.5,,,10749737643.3115,106643825041.101,
4,2,46000.0,297.0,154.88,9.0,,1.0,10815291900.0,106707776300.0,5.0
2,15,16200.0,90.0,180.0,2.0,,1.0,10765720228.0453,106704780741.448,2.0
7,5,12000.0,170.0,70.59,8.0,,1.0,10837885164.3253,106636513254.943,
2,12,6350.0,56.0,113.39,4.0,5.0,1.0,10870623428.5527,106670227488.435,4.0
7,21,10500.0,248.0,42.34,8.0,,1.0,10878917480.0074,106775405145.972,
2,13,8500.0,41.5,204.82,2.0,2.0,1.0,10807770177.9563,106734803366.25,2.0
2,2,16200.0,126.0,128.57,5.5,,1.0,10806870856.2196,106695004677.21,
7,5,8900.0,82.0,108.54,4.5,,1.0,10818543578.1776,106678766473.811,
2,5,8200.0,86.0,95.35,4.5,2.0,1.0,10829077453.7299,106689566329.017,2.0
2,2,80000.0,270.0,296.3,,23.0,1.0,10797436401.692,106705105566.938,
3,13,130000.0,725.0,179.31,20.0,5.0,1.0,10807540418.6217,106735328107.662,3.0
4,9,55000.0,71.7,767.08,4.0,,1.0,10769511651.3464,106688671032.555,5.0
4,13,31600.0,113.0,279.65,8.5,4.0,1.0,10800316073.3247,106732469801.479,2.0
4,22,23000.0,145.0,158.62,4.0,12.0,1.0,10799433534.7018,106647908690.417,5.0
2,22,12900.0,70.0,184.29,6.0,3.0,1.0,10794311512.4406,106668690005.646,2.0
2,1,5900.0,56.0,105.36,4.0,4.0,1.0,10818946303.478,106603536049.932,4.0
2,23,9500.0,80.0,118.75,2.0,4.0,,10798674081.182798,106619758304.462,2.0
2,23,5150.0,38.0,135.53,1.0,,,10793096482.8192,106618997750.18,1.0
3,13,53000.0,404.0,131.19,20.0,,1.0,10783787712.259,106753542701.835,2.0
2,1,5000.0,50.0,100.0,4.0,2.0,1.0,10799382495.5254,106606550755.913,2.0
2,19,10500.0,93.0,112.9,4.2,4.0,1.0,10746738172.4101,106688708000.295,4.0
2,23,8300.0,55.0,150.91,4.0,,1.0,10793545539.2901,106624671355.916,4.0
4,23,33500.0,165.0,203.03,4.0,,,10795840091.6971,106632697680.158,4.0
5,20,21000.0,156.0,134.62,6.0,6.0,1.0,10817161265.766048,106778379297.7238,4.0
2,21,11300.0,72.0,156.94,9.0,6.0,1.0,10846096087.354,106718083692.244,6.0
4,6,3850.0,39.0,98.72,3.5,4.0,1.0,10861032155.0222,106573662975.675,4.0
7,6,3900.0,100.0,39.0,4.0,,1.0,10869587445.5429,106579905259.567,
7,21,6650.0,60.0,110.83,4.2,,1.0,10858946343.8951,106767976364.168,
4,23,9000.0,70.0,128.56,2.0,3.0,1.0,10777886599.2858,106627549890.05,2.0
2,2,9900.0,85.0,116.47,5.0,,1.0,10806030385.1175,106690779338.522,2.0
7,7,6700.0,192.0,34.9,7.0,,1.0,10678365497.461,106703437930.883,
2,21,16850.0,338.0,49.85,6.0,26.0,1.0,10857674932.1421,106741147263.768,3.0
6,13,34400.0,160.0,215.0,8.0,,1.0,10778167687.323353,106753870490.36798,
4,16,15500.0,48.0,322.92,3.8,6.0,1.0,10749227652.1175,106659601656.599,4.0
4,6,4000.0,120.0,33.33,4.0,3.0,1.0,10863107772.9273,106581264350.211,1.0
4,20,15500.0,115.0,134.78,5.3,1.0,1.0,10815228016.3234,106774758630.696,1.0
4,2,23500.0,74.0,317.57,,,,10797622164.8219,106696142130.137,
7,21,8200.0,129.0,63.57,,,,10853020332.0753,106719856021.466,
2,11,9900.0,125.0,79.2,7.5,6.0,1.0,10755974032.0554,106651014194.958,4.0
2,6,26000.0,1.74,14.94,21.8,,1.0,10869318123.0617,106560263629.45,
4,14,220000.0,530.0,415.09,19.0,,1.0,10784113888.8609,106688673050.079,
2,23,13500.0,140.0,96.43,5.0,4.0,1.0,10814320487.594,106623491856.899,2.0
7,1,4470.0,75.6,59.06,8.0,,1.0,10757745642.3969,106615249377.007,
2,23,7900.0,70.0,112.86,4.0,4.0,1.0,10807618781.0702,106623483517.727,4.0
4,22,140000.0,240.0,583.33,,,,10795290507.8467,106659173138.131,
4,1,13200.0,100.0,132.0,5.0,5.0,1.0,10747915251.4582,106611916663.452,4.0
2,20,5400.0,50.0,108.0,2.0,,1.0,10848549924.4403,106776905216.359,2.0
4,23,17900.0,173.0,103.47,10.0,5.0,1.0,10791229070.3614,106622829873.957,3.0
2,23,13800.0,127.8,107.98,6.0,4.0,1.0,10811416919.2809,106627003392.679,3.0
2,13,7700.0,88.0,87.5,4.3,4.0,1.0,10780918598.1873,106762082797.181,2.0
7,6,4300.0,107.0,40.19,4.0,,1.0,10858326043.023537,106586402159.68008,
2,2,17000.0,100.0,170.0,5.3,8.0,,10795619332.0056,106706893651.474,5.0
2,21,11500.0,117.0,98.29,5.2,4.0,1.0,10845052950.1211,106726106736.58,3.0
7,21,5300.0,58.5,90.6,4.0,,1.0,10858512203.4625,106777728347.896,
7,20,4500.0,70.0,64.29,,,,10833085400.0,106856186400.0,
2,21,4000.0,35.0,114.29,4.5,2.0,1.0,10842950237.2634,106724746150.363,3.0
2,21,8000.0,100.0,80.0,4.0,2.0,1.0,10858909195.805,106777791560.027,1.0
2,2,5300.0,36.0,147.22,3.3,2.0,1.0,10803400662.2929,106704819710.972,2.0
4,20,16000.0,200.0,80.0,8.0,17.0,1.0,10837426792.0888,106781112486.624,2.0
2,21,17500.0,79.8,219.3,5.0,8.0,1.0,10854630455.7605,106768038714.538,5.0
7,4,2950.0,150.0,19.67,5.0,,1.0,10971542515.250898,106494573027.135,
3,20,16000.0,102.0,156.86,6.0,3.0,1.0,10806121755.5694,106790686200.753,3.0
4,20,21000.0,156.0,134.62,6.0,6.0,1.0,10819296170.786695,106781513595.06693,4.0
7,20,4100.0,81.5,50.31,4.0,,,10798722513.2183,106813200911.819,
2,12,4100.0,52.0,78.85,4.0,2.0,1.0,10843812824.8848,106630571102.096,2.0
3,13,98000.0,350.0,280.0,20.0,5.0,1.0,10808486247.221,106732996132.69,4.0
2,20,4500.0,65.0,69.23,4.0,2.0,1.0,10834560785.1185,106829853393.105,2.0
7,21,8200.0,110.0,74.54,10.0,,1.0,10858793664.5873,106777751562.411,
7,6,6000.0,754.0,7.96,8.0,,1.0,10902833379.8212,106653725184.676,
7,4,1500.0,80.0,18.75,5.0,,1.0,11034351333.3997,106554844889.237,
2,23,8900.0,120.0,74.17,4.75,6.0,1.0,10808794822.6148,106627140879.405,2.0
2,14,19000.0,82.5,230.3,5.0,6.0,1.0,10784568683.0201,106668477476.386,5.0
3,13,105000.0,338.0,310.65,3.0,4.0,1.0,10808587881.1524,106733042628.648,3.0
2,2,12500.0,100.0,125.0,5.0,5.0,1.0,10830688326.3679,106705665745.312,4.0
7,21,19800.0,162.0,122.22,12.5,,1.0,10800906786.6115,106741688840.979,
